JUDGMENT_MISS
3550.72607421875,-198.87422236689827,NOTE_1JUDGMENT_MISS
3936.1318359375,-213.90961371527783,NOTE_2JUDGMENT_MISS
4299.141845703125,-206.5492531105324,NOTE_3JUDGMENT_MISS
5033.921142578125,-200.58780924479197,NOTE_3JUDGMENT_MISS
5416.56396484375,-212.86026114004653,NOTE_4JUDGMENT_MISS
5783.703125,-209.6290509259261,NOTE_5JUDGMENT_MISS
6517.505126953125,-202.69031213831022,NOTE_4JUDGMENT_MISS
6883.140869140625,-197.95568395543978,NOTE_5JUDGMENT_MISS
7269.34716796875,-213.79161241319434,NOTE_6JUDGMENT_MISS
8000.948974609375,-204.65267831307847,NOTE_5JUDGMENT_MISS
8377.793212890625,-211.12654622395803,NOTE_6JUDGMENT_MISS
8734.412109375,-197.3750723379635,NOTE_7JUDGMENT_MISS
9485.646240234375,-207.86846245659763,NOTE_2JUDGMENT_MISS
9852.64599609375,-204.4978479456022,NOTE_4JUDGMENT_MISS
10218.06298828125,-199.54446976273175,NOTE_6JUDGMENT_MISS
10969.30419921875,-210.04493995949088,NOTE_1JUDGMENT_MISS
11335.2919921875,-205.66236255787044,NOTE_3JUDGMENT_MISS
11702.115966796875,-202.115966796875,NOTE_5JUDGMENT_MISS
12453.153076171875,-212.41233543113412,NOTE_3JUDGMENT_MISS
12820.38720703125,-209.2760959201387,NOTE_5
